SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,LatLng
CC316,301 FIGUEROA ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.059658, -118.249246)"
WS489,1600 PONTIUS AVE,Single-Space,FLAT,$1.50,1HR,"(34.048429, -118.445689)"
BF748,800 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.086819, -118.361283)"
VW768,500 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.064196, -118.29153)"
TZ8,18301 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.167271, -118.531962)"
CT552,700 NEW HIGH ST,Single-Space,FLAT,$1.00,4HR,"(34.060796, -118.238195)"
SV325,6100 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097904, -118.323386)"
TZ485,18700 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.17088, -118.541519)"
LM494A,7301 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076253, -118.34932)"
CC701,400 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,4HR,"(34.05898, -118.241274)"
LM679,200 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.070208, -118.343891)"
VN1100,14400 KITTRIDGE ST,Single-Space,FLAT,$1.50,2HR,"(34.190625, -118.447753)"
WB46,1800 BROADWAY,Single-Space,FLAT,$1.00,4HR,"(34.032485, -118.264809)"
WW738,600 ALEXANDRIA AVE,Single-Space,FLAT,$1.50,1HR,"(34.062734, -118.297843)"
WA956,2101 JAMES M. WOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.053543, -118.278961)"
CB2560,700 WALL ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.040715, -118.249691)"
L91,100 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.073672, -118.323514)"
SL291,3301 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.086794, -118.275344)"
PR583A,5901 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052342, -118.370451)"
WA1424A,1300 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.046667, -118.282961)"
LP184,4301 LEIMERT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.005234, -118.330061)"
56801,10508 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.054864, -118.427392)"
VW202B,700 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.058932, -118.291528)"
WU510A,1201 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.051979, -118.2667)"
CB423,1400 LOS ANGELES ST,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.034151, -118.260506)"
AE441,401 VIGNES ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051639, -118.233362)"
HO109,1601 SCHRADER BLVD,Single-Space,TOD,$0.50 - $4.00,2HR,"(34.099998, -118.332542)"
GA170,3601 BOYCE AVE,Single-Space,FLAT,$1.50,2HR,"(34.119729, -118.259841)"
56469,10782 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.050476, -118.433883)"
CB4011,300 16TH ST,Single-Space,FLAT,$1.00,4HR,"(34.032053, -118.259941)"
LM493A,7301 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076254, -118.349162)"
SVV408,700 HELIOTROPE DR,Single-Space,FLAT,$1.50,4HR,"(34.085281, -118.294868)"
SP502,600 CENTRE ST,Single-Space,FLAT,$1.50,2HR,"(33.738426, -118.283435)"
C1004,3100 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.02626, -118.291404)"
PB101,5301 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048453, -118.354258)"
SG416,1401 FULLER AVE,Single-Space,FLAT,$1.50,2HR,"(34.097499, -118.349624)"
VW1881,200 CATALINA ST,Single-Space,FLAT,$1.50,2HR,"(34.069317, -118.295355)"
HO214,1601 IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,"(34.101243, -118.328244)"
VW1249,1001 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.051771, -118.291719)"
WW932,600 HARVARD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062279, -118.304041)"
OF12,1001 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.056829, -118.364542)"
AE522,400 DUCOMMUN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.052592, -118.236569)"
WW653,651 MARIPOSA AVE,Single-Space,FLAT,$1.50,2HR,"(34.060723, -118.298795)"
WN192,101 I ST,Single-Space,FLAT,$1.50,2HR,"(33.781261, -118.262937)"
TZ136,18601 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.170173, -118.539175)"
VH73,1800 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.104022, -118.291679)"
WB722,1700 FIGUEROA ST,Single-Space,FLAT,$1.00,4HR,"(34.036348, -118.270649)"
VW1929,701 WESTMORELAND AVE,Single-Space,FLAT,$1.50,2HR,"(34.059404, -118.289159)"
61112,245 MAIN ST,Multi-Space,TOD,$0.50 - $1.00,2HR,"(33.997177, -118.478857)"
WA1528,1300 ALBANY ST,Single-Space,FLAT,$1.50,2HR,"(34.042938, -118.274169)"
RA179,8701 3RD ST,Single-Space,FLAT,$2.50,2HR,"(34.073652, -118.382246)"
PR41,1100 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.055795, -118.383583)"
LM654B,101 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.071674, -118.344153)"
VW1833,2401 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047347, -118.290061)"
PR56,1100 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.056771, -118.383563)"
BF383,7900 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083704, -118.362396)"
SV614A,1500 HIGHLAND AVE,Single-Space,FLAT,$1.00,2HR,"(34.098657, -118.338546)"
WU612,1500 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.053194, -118.269797)"
WW260,201 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.070468, -118.309225)"
LH109,2400 SICHEL ST,Single-Space,FLAT,$1.50,2HR,"(34.073921, -118.21301)"
61401,64 MARKET ST,Multi-Space,TOD,$1.00 - $3.00,1HR,"(33.988173, -118.472947)"
WA801,2701 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.059617, -118.283602)"
RS104,2801 ROBERTSON BLVD,Single-Space,FLAT,$1.50,1HR,"(34.036153, -118.389086)"
SV217,6500 SUNSET BLVD,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.097887, -118.332129)"
CB4154,1300 MYRTLE ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.033121, -118.256134)"
LH271,101 AVENUE 24,Single-Space,FLAT,$1.50,2HR,"(34.075281, -118.217037)"
SS586,11201 MISSOURI AVE,Single-Space,FLAT,$1.50,1HR,"(34.042762, -118.444635)"
VS452,4701 FOUNTAIN AVE,Single-Space,FLAT,$1.50,4HR,"(34.095604, -118.292702)"
VS145,4401 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.097392, -118.285759)"
82825,36 WASHINGTON BLVD,Multi-Space,TOD,$0.50 - $1.50,2HR,"(33.9795, -118.465907)"
WA798,2601 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.059233, -118.282751)"
LM636,101 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.073173, -118.344156)"
MM266,600 HAUSER BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062943, -118.351376)"
WV477,1001 HILGARD AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.060477, -118.442171)"
HO10,1601 MCCADDEN PL,Single-Space,TOD,$1.50 - $5.00,4HR,"(34.099963, -118.337025)"
WW1459,1001 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.051496, -118.309153)"
CT66,700 NEW HIGH ST,Single-Space,FLAT,$1.00,4HR,"(34.060246, -118.238464)"
WA1271,201 ALVARADO ST,Single-Space,FLAT,$1.50,2HR,"(34.063697, -118.272363)"
ED170B,1101 12TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.031182, -118.24752)"
WS365A,1800 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.04922, -118.436189)"
AE600,700 DUCOMMUN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051795, -118.232097)"
SP579,301 6TH ST,Single-Space,FLAT,$1.50,2HR,"(33.738694, -118.285321)"
CC1219A,300 LOS ANGELES ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.047365, -118.245852)"
SV352,6201 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.098118, -118.325583)"
SV350,6201 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.09812, -118.325424)"
SV137,1501 SCHRADER BLVD,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.099128, -118.332536)"
AE88,501 TRACTION AVE,Single-Space,FLAT,$1.50,2HR,"(34.046534, -118.237436)"
MD2,1600 MARENGO ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.060064, -118.214029)"
SG266,1501 VISTA ST,Single-Space,FLAT,$1.50,2HR,"(34.09838, -118.351052)"
CB810,1101 SANTEE ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.037285, -118.256616)"
CB4408,1101 SAN PEDRO ST,Single-Space,FLAT,$1.00,4HR,"(34.034581, -118.252801)"
CP82,7201 VASSAR AVE,Single-Space,FLAT,$1.50,2HR,"(34.201679, -118.604472)"
VW1626,1200 KENMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.047524, -118.296765)"
SS411,1501 SAWTELLE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047948, -118.449768)"
WB237,201 21ST ST,Single-Space,FLAT,$1.50,15MIN,"(34.030404, -118.269136)"
TZ427,19000 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172407, -118.547881)"
CB1984,200 15TH ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.033433, -118.260614)"
TZ27,18401 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.168452, -118.534895)"
VW91,2901 JAMES M. WOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.055996, -118.292544)"
R146,18500 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201019, -118.537068)"
WS42,1500 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.05322, -118.439802)"
CB2782,101 OLYMPIC BLVD,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.039861, -118.255943)"
SG217,7900 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.097932, -118.362306)"
VW1113A,601 LA FAYETTE PARK PL,Single-Space,FLAT,$1.50,2HR,"(34.062128, -118.282897)"
MD871,2001 CHARLOTTE ST,Single-Space,FLAT,$1.50,4HR,"(34.058477, -118.205543)"
SA50,1100 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.078191, -118.262994)"
CB4210,500 15TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.0315, -118.257055)"
VS277A,1500 KENMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.098551, -118.29716)"
WU743,801 UNION AVE,Single-Space,FLAT,$1.50,2HR,"(34.051106, -118.273092)"
CB1090,601 9TH ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.045343, -118.260592)"
HO683,1701 LAS PALMAS AVE,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.10194, -118.336212)"
HO220,1601 IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,"(34.100598, -118.328239)"
VN897,6300 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.185197, -118.448572)"
SG298,1501 OGDEN DR,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.098305, -118.359449)"
WS72,10801 WILKINS AVE,Single-Space,FLAT,$1.50,2HR,"(34.055474, -118.441496)"
R269,18300 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201024, -118.532067)"
SS87A,11400 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,30MIN,"(34.045621, -118.451116)"
SH208,6900 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090627, -118.340611)"
LT454,600 3RD ST,Single-Space,FLAT,$1.00,2HR,"(34.045635, -118.238611)"
CB4185,501 15TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.031903, -118.257552)"
CB3308,400 9TH ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.044042, -118.258847)"
WA1578,1201 UNION AVE,Single-Space,FLAT,$1.50,2HR,"(34.045293, -118.27674)"
WSV12,11400 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051888, -118.460308)"
TZ286,19501 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172903, -118.559663)"
LC395,8401 OAKWOOD AVE,Single-Space,FLAT,$1.50,2HR,"(34.078175, -118.376263)"
VN221,14500 GILMORE ST,Single-Space,FLAT,$1.50,2HR,"(34.187602, -118.450484)"
BF630,8401 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083304, -118.373899)"
WA723,651 CORONADO ST,Single-Space,FLAT,$1.50,1HR,"(34.059392, -118.282231)"
VM33,8401 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(33.961589, -118.291917)"
CC249,500 HILL ST,Single-Space,TOD,$1.50 - $2.00,4HR,"(34.057782, -118.242166)"
WF35,8101 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.072441, -118.367564)"
SS227,11801 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.042693, -118.45875)"
WW387,650 OXFORD AVE,Single-Space,FLAT,$1.50,1HR,"(34.05997, -118.307733)"
LC330,300 KINGS ROAD,Single-Space,FLAT,$1.50,2HR,"(34.076285, -118.372069)"
PR706,5850 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051489, -118.367095)"
VN745A,6401 SYLMAR AVE,Single-Space,FLAT,$1.50,2HR,"(34.187181, -118.446599)"
WF587,300 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.072733, -118.377143)"
CC628,401 HILL ST,Single-Space,FLAT,$1.00,4HR,"(34.057457, -118.243005)"
SS125,11300 IDAHO AVE,Single-Space,FLAT,$1.50,2HR,"(34.045546, -118.44865)"
HP36,101 AVENUE 56,Single-Space,FLAT,$1.50,2HR,"(34.108645, -118.193615)"
PB357,1401 MEADOWBROOK AVE,Single-Space,FLAT,$1.50,2HR,"(34.047774, -118.350589)"
HW109,1500 HOBART BLVD,Single-Space,FLAT,$1.50,1HR,"(34.09851, -118.305536)"
AE516A,400 DUCOMMUN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.052678, -118.237215)"
LT403,300 CROCKER ST,Single-Space,FLAT,$1.00,4HR,"(34.045535, -118.240843)"
WV681,10801 WEYBURN AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062287, -118.443152)"
PR45,1100 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.056067, -118.383577)"
WB477,2101 FLOWER ST,Single-Space,JUMP,$1.5/H - $6/7H,7HR,"(34.031462, -118.272393)"
82808,2 WASHINGTON BLVD,Multi-Space,TOD,$0.50 - $1.00,2HR,"(33.979098, -118.466608)"
CC770,301 FREMONT AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.060057, -118.250715)"
SL282,3201 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.086152, -118.275038)"
SL544,2801 ROWENA AVE,Single-Space,FLAT,$1.50,2HR,"(34.107863, -118.266117)"
HO403,6101 HOLLYWOOD BLVD,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.101746, -118.323356)"
WW714A,600 KENMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.062765, -118.296557)"
CB3518,100 14TH PL,Single-Space,FLAT,$1.00,4HR,"(34.036431, -118.262322)"
ED531,1300 PALOMA ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.029986, -118.248557)"
SVV67,800 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.087365, -118.291605)"
CB1336,401 PICO BLVD,Single-Space,FLAT,$1.00,4HR,"(34.039174, -118.264755)"
BF464,101 FAIRFAX AVE,Single-Space,FLAT,$1.50,1HR,"(34.072162, -118.361517)"
WW2343,1200 KINGSLEY DR,Single-Space,FLAT,$1.50,2HR,"(34.04768, -118.30304)"
BF534,301 ORANGE GROVE AVE,Single-Space,FLAT,$1.50,1HR,"(34.07642, -118.360438)"
WS240,1801 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.048628, -118.435957)"
VS429,1401 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.50,2HR,"(34.097689, -118.292944)"
SV348,6201 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.098109, -118.324789)"
WF164,8400 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.072974, -118.373551)"
BF173A,7600 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083602, -118.355516)"
C119,1101 36TH ST,Single-Space,FLAT,$1.50,1HR,"(34.023171, -118.292401)"
SL224,2701 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.080987, -118.270636)"
BF141,400 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.079666, -118.361348)"
PC190,3501 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.047261, -118.319614)"
VW557,501 VIRGIL AVE,Single-Space,FLAT,$1.50,2HR,"(34.064911, -118.287158)"
VW1420,500 LA FAYETTE PARK PL,Single-Space,FLAT,$1.50,4HR,"(34.063601, -118.282695)"
WS358,1800 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.048515, -118.435604)"
ED129,1200 8TH ST,Single-Space,FLAT,$1.00,4HR,"(34.034654, -118.244678)"
WV119,1000 GAYLEY AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.061824, -118.447713)"
WA116,600 WESTLAKE AVE,Single-Space,FLAT,$1.50,1HR,"(34.057591, -118.274471)"
VS570,1400 ALEXANDRIA AVE,Single-Space,FLAT,$1.50,2HR,"(34.097548, -118.298254)"
SH283,1000 LAS PALMAS AVE,Single-Space,FLAT,$1.50,4HR,"(34.089382, -118.336205)"
CB2155,1201 WALL ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.034305, -118.255997)"
AE363A,701 BANNING ST,Single-Space,FLAT,$1.50,2HR,"(34.049311, -118.23294)"
52203,1150 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.025397, -118.290715)"
SS220,1401 GRANVILLE AVE,Single-Space,FLAT,$1.50,2HR,"(34.043054, -118.458414)"
LM801,600 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.0823, -118.34393)"
SW213,801 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.085252, -118.30926)"
CP196,21400 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.200925, -118.598829)"
VN435,6401 VESPER AVE,Single-Space,FLAT,$1.50,2HR,"(34.187418, -118.450967)"
WW2670,600 WINDSOR BLVD,Single-Space,FLAT,$1.50,1HR,"(34.062449, -118.321356)"
BF352,600 LAUREL AVE,Single-Space,FLAT,$1.50,2HR,"(34.083449, -118.364744)"
VS459,4751 FOUNTAIN AVE,Single-Space,FLAT,$1.50,4HR,"(34.095562, -118.293097)"
VN225,14500 GILMORE ST,Single-Space,FLAT,$1.50,2HR,"(34.187602, -118.450169)"
C501,501 28TH ST,Single-Space,FLAT,$1.50,1HR,"(34.02643, -118.276611)"
WS352,10800 MISSOURI AVE,Single-Space,FLAT,$1.50,2HR,"(34.048405, -118.434975)"
SV395A,1401 VINE ST,Single-Space,FLAT,$1.00,2HR,"(34.096971, -118.326776)"
WF65,101 SWEETZER AVE,Single-Space,FLAT,$1.50,2HR,"(34.072951, -118.370079)"
93101,3501 SUNSET BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.088164, -118.276015)"
LT250,200 CENTRAL AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.046965, -118.23933)"
WB18,2000 BROADWAY,Single-Space,FLAT,$1.00,4HR,"(34.029691, -118.266803)"
MM345,701 OGDEN DR,Single-Space,FLAT,$1.50,2HR,"(34.061849, -118.359872)"
VW538,601 COMMONWEALTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.062471, -118.285747)"
PR809,8801 PICKFORD ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.050701, -118.384801)"
CT585,1000 NORTH BROADWAY,Single-Space,FLAT,$1.00,4HR,"(34.067619, -118.234786)"
LC454,8401 MELROSE PL,Single-Space,FLAT,$1.50,2HR,"(34.083672, -118.375718)"
VN231,14500 GILMORE ST,Single-Space,FLAT,$1.50,2HR,"(34.187602, -118.449413)"
HO197,1600 IVAR AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.100258, -118.328075)"
PR733,1200 LA JOLLA AVE,Single-Space,FLAT,$1.50,1HR,"(34.053187, -118.373981)"
HW64,5200 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098017, -118.304996)"
WW2178,1501 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.045008, -118.309123)"
C502,501 28TH ST,Single-Space,FLAT,$1.50,1HR,"(34.026468, -118.276693)"
UC140,3400 CAHUENGA BLVD,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.131811, -118.352031)"
VN641,14301 CALVERT ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.181721, -118.446203)"
52313,3433 FIGUEROA ST,Multi-Space,FLAT,$1.50,4HR,"(34.020938, -118.280742)"
WF606,8400 BLACKBURN AVE,Single-Space,FLAT,$1.50,1HR,"(34.072339, -118.375966)"
WW536,651 KINGSLEY DR,Single-Space,FLAT,$1.50,2HR,"(34.060854, -118.303156)"
UC23,3701 CAHUENGA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.135719, -118.362056)"
ED565,801 CROCKER ST,Single-Space,FLAT,$1.00,4HR,"(34.036726, -118.249058)"
WS455,1400 SEPULVEDA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.050892, -118.446935)"
CC815,200 FREMONT AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.059152, -118.252155)"
CC318A,301 FIGUEROA ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.059358, -118.249814)"
SP363,201 7TH ST,Single-Space,FLAT,$1.50,2HR,"(33.737771, -118.282697)"
SL495,2300 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.099714, -118.25913)"
TZ349,5501 SHIRLEY AVE,Single-Space,FLAT,$1.50,1HR,"(34.172005, -118.557904)"
PM204,3800 BAGLEY AVE,Single-Space,FLAT,$1.50,1HR,"(34.025274, -118.394801)"
VN722A,6300 SYLMAR AVE,Single-Space,FLAT,$1.50,2HR,"(34.185172, -118.446468)"
CB3346,300 9TH ST,Single-Space,FLAT,$7.00,2HR,"(34.039791, -118.253186)"
WW2490,300 NORMANDIE PL,Single-Space,FLAT,$1.50,2HR,"(34.076499, -118.301141)"
SA11,1300 ECHO PARK AVE,Single-Space,FLAT,$1.50,1HR,"(34.077123, -118.257025)"
WB165,2101 HILL ST,Single-Space,TOD,$1.00 - $2.50,4HR,"(34.029502, -118.268515)"
BF646,601 KINGS ROAD,Single-Space,FLAT,$1.50,2HR,"(34.083241, -118.372261)"
WW2253,1300 ARDMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.046912, -118.302461)"
LT335,301 OMAR AVE,Single-Space,FLAT,$1.00,4HR,"(34.045565, -118.242151)"
SV308A,6300 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097893, -118.327288)"
LH68,2800 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073586, -118.212625)"
WW2609A,200 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.50,2HR,"(34.076044, -118.292885)"
WV344,1000 GLENDON AVE,Single-Space,TOD,$1.50 - $2.00,2HR,"(34.06156, -118.444208)"
VW202,700 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.058419, -118.291527)"
WA1572,1501 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.044434, -118.27621)"
SS201,11701 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.043584, -118.45673)"
56301,10817 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.050328, -118.435556)"
MD50,1900 MARENGO ST,Single-Space,FLAT,$1.50,2HR,"(34.057219, -118.209032)"
W156,9601 VICKSBURG AVE,Single-Space,FLAT,$1.50,2HR,"(33.947946, -118.394)"
MM318A,601 MASSELIN AVE,Single-Space,FLAT,$1.50,30MIN,"(34.062891, -118.352575)"
PM202,3800 BAGLEY AVE,Single-Space,FLAT,$1.50,1HR,"(34.025163, -118.394717)"
HW423,5501 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.101815, -118.311105)"
HW172,5400 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.101655, -118.307521)"
SV620A,1500 HIGHLAND AVE,Single-Space,FLAT,$1.00,2HR,"(34.099447, -118.338556)"
BF404,300 LAUREL AVE,Single-Space,FLAT,$1.50,2HR,"(34.076391, -118.364705)"
CB3235,400 8TH ST,Single-Space,FLAT,$4.00,4HR,"(34.044706, -118.25629)"
L260,401 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.078645, -118.323772)"
SVV218,4600 VERMONT PL,Single-Space,FLAT,$1.50,2HR,"(34.092362, -118.291035)"
CB3530,301 15TH ST,Single-Space,TOD,$0.50 - $1.50,4HR,"(34.032962, -118.259521)"
WW1669,3401 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.057767, -118.30502)"
SL373,4300 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.095258, -118.283682)"
HO430,1700 ARGYLE AVE,Single-Space,TOD,$1.50 - $4.00,2HR,"(34.103029, -118.325109)"
WV74A,10901 LINDBROOK DR,Single-Space,TOD,$0.50 - $3.00,2HR,"(34.059601, -118.44508)"
WW1409,701 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.058891, -118.309179)"
P132,15200 LA CRUZ DR,Single-Space,FLAT,$1.00,1HR,"(34.045653, -118.52481)"
52411,620 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.022717, -118.282043)"
CB601,100 11TH ST,Single-Space,FLAT,$1.00,4HR,"(34.038769, -118.257735)"
CB3906A,301 4TH ST,Single-Space,TOD,$2.00 - $7.00,2HR,"(34.049773, -118.249635)"
LP81,4601 CRENSHAW BLVD,Single-Space,FLAT,$1.50,4HR,"(34.000938, -118.33092)"
MD62,1001 BRITTANIA ST,Single-Space,FLAT,$1.50,4HR,"(34.056357, -118.208875)"
WU1286,1200 3RD ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.057199, -118.259198)"
MM176,601 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.063865, -118.344138)"
SP503,600 CENTRE ST,Single-Space,FLAT,$1.50,2HR,"(33.738489, -118.283431)"
SP682,400 6TH ST,Single-Space,FLAT,$1.50,2HR,"(33.73882, -118.287655)"
RA105A,8700 COLGATE AVE,Single-Space,FLAT,$2.50,2HR,"(34.070761, -118.383507)"
